time,temperature_2m,relative_humidity_2m,windspeed_10m,precipitation,cloudcover,weathercode,city
2026-03-24T19:00,25.0,55,4.7,0.0,24,1,Delhi
2026-03-24T20:00,23.6,62,4.1,0.0,11,1,Delhi
2026-03-24T21:00,22.7,65,4.0,0.0,41,3,Delhi
2026-03-24T22:00,22.1,67,3.8,0.0,70,3,Delhi
2026-03-24T23:00,21.6,68,3.9,0.0,100,3,Delhi
2026-03-25T00:00,21.2,69,2.9,0.0,85,2,Delhi
2026-03-25T01:00,20.9,70,2.4,0.0,69,2,Delhi
2026-03-25T02:00,20.6,71,2.8,0.0,54,2,Delhi
2026-03-25T03:00,20.1,73,2.8,0.0,63,3,Delhi
2026-03-25T04:00,19.6,74,3.1,0.0,73,3,Delhi
2026-03-25T05:00,19.5,75,3.3,0.0,82,3,Delhi
2026-03-25T06:00,19.8,75,3.2,0.0,66,1,Delhi
2026-03-25T07:00,20.4,73,3.0,0.0,49,1,Delhi
2026-03-25T08:00,21.6,69,3.3,0.0,33,1,Delhi
2026-03-25T09:00,23.7,61,4.3,0.0,28,1,Delhi
2026-03-25T10:00,26.3,50,5.8,0.0,23,1,Delhi
2026-03-25T11:00,28.5,42,6.9,0.0,18,1,Delhi
2026-03-25T12:00,29.7,38,8.1,0.0,23,1,Delhi
2026-03-25T13:00,30.5,36,9.1,0.0,29,1,Delhi
2026-03-25T14:00,30.9,36,9.7,0.0,34,1,Delhi
2026-03-25T15:00,30.8,36,8.9,0.0,23,0,Delhi
2026-03-25T16:00,30.4,37,7.8,0.0,11,0,Delhi
2026-03-25T17:00,29.6,40,6.6,0.0,0,0,Delhi
2026-03-25T18:00,28.1,46,5.9,0.0,0,0,Delhi
2026-03-25T19:00,26.3,55,5.1,0.0,0,0,Delhi
2026-03-25T20:00,24.9,61,4.4,0.0,0,0,Delhi
2026-03-25T21:00,24.1,63,3.9,0.0,1,0,Delhi
2026-03-25T22:00,23.8,62,3.7,0.0,2,0,Delhi
2026-03-25T23:00,23.3,62,3.2,0.0,3,0,Delhi
2026-03-26T00:00,22.6,64,3.2,0.0,26,2,Delhi
2026-03-26T01:00,21.8,68,3.2,0.0,50,2,Delhi
2026-03-26T02:00,21.1,71,3.1,0.0,73,2,Delhi
2026-03-26T03:00,20.4,74,3.1,0.0,64,2,Delhi
2026-03-26T04:00,19.8,77,3.3,0.0,55,2,Delhi
2026-03-26T05:00,19.6,78,3.6,0.0,46,2,Delhi
2026-03-26T06:00,19.8,78,3.7,0.0,64,3,Delhi
2026-03-26T07:00,20.4,77,3.3,0.0,81,3,Delhi
2026-03-26T08:00,21.6,73,3.2,0.0,99,3,Delhi
2026-03-26T09:00,23.7,65,4.5,0.0,90,2,Delhi
2026-03-26T10:00,26.4,55,5.8,0.0,82,2,Delhi
2026-03-26T11:00,28.7,46,6.9,0.0,73,2,Delhi
2026-03-26T12:00,30.3,40,7.2,0.0,64,2,Delhi
2026-03-26T13:00,31.4,36,6.9,0.0,56,2,Delhi
2026-03-26T14:00,32.0,34,6.5,0.0,47,2,Delhi
2026-03-26T15:00,32.0,34,5.8,0.0,31,0,Delhi
2026-03-26T16:00,31.4,37,5.1,0.0,16,0,Delhi
2026-03-26T17:00,30.6,40,4.3,0.0,0,0,Delhi
2026-03-26T18:00,29.4,45,3.4,0.0,23,2,Delhi
2026-03-26T19:00,28.0,51,2.9,0.0,46,2,Delhi
2026-03-26T20:00,26.7,56,2.3,0.0,69,2,Delhi
2026-03-26T21:00,25.7,59,2.5,0.0,79,3,Delhi
2026-03-26T22:00,24.9,61,3.8,0.0,90,3,Delhi
2026-03-26T23:00,24.1,63,4.7,0.0,100,3,Delhi
